============================== SRIM-2012.03 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  N(1.02 MeV) ==> Layer 1(  1 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3824  7 .1011827E+07   1000019E-02 -.4026E+02 -.6703E+02   .9997763 -.0074992 -.0197785
T 3825  7 .1011294E+07   1000470E-02 -.6768E+01 -.5888E-02   .9999978 -.0019472 -.0007722
T 3826  7 .1012246E+07   1000149E-02  .7738E+01 -.9134E+01   .9997343  .0224863 -.0050744
T 3827  7 .1009327E+07   1000526E-02  .1000E+02  .1567E+02   .9999929  .0020223  .0031865
T 3828  7 .1006522E+07   1000599E-02 -.3345E+02 -.3105E+02   .9999666 -.0049753 -.0064878
T 3829  7 .1013554E+07   1000496E-02 -.1192E+02  .1155E+02   .9999200 -.0121860  .0033891
T 3830  7 .1007807E+07   1000429E-02  .8626E+01 -.2633E+01   .9999825  .0058968 -.0003742
T 3831  7 .1007494E+07   1000652E-02 -.2173E+01  .7183E+02   .9998033 -.0017657  .0197559
T 3832  7 .1012311E+07   1000422E-02 -.4427E+02  .6700E+01   .9999898 -.0044846  .0004604
T 3833  7 .1008132E+07   1000582E-02 -.3223E+02 -.6085E+01   .9988498 -.0400842 -.0263135
T 3834  7 .1012664E+07   1000035E-02  .2633E+01 -.2081E+02   .9999834  .0013265 -.0056067
T 3835  7 .1005922E+07   1000718E-02  .4302E+01 -.1094E+02   .9999883  .0017714 -.0044990
T 3836  7 .1009742E+07   1000801E-02 -.3441E+02  .1501E+02   .9999902 -.0037311  .0023889
T 3837  7 .1018440E+07   1000012E-02 -.3511E+02  .5499E+02   .9997865 -.0100824  .0180371
T 3838  7 .1016112E+07   1000576E-02  .8342E+01 -.1466E+02   .9999859  .0014528 -.0051030
T 3839  7 .1011368E+07   1000781E-02 -.4595E+02  .8264E+01   .9999737 -.0063623  .0034733
T 3840  7 .1012053E+07   1000641E-02 -.3426E+01 -.5635E+01   .9999972 -.0016310 -.0017369
T 3841  7 .1014721E+07   1000065E-02 -.1358E+02  .1269E+02   .9999879 -.0041569  .0026143
T 3842  7 .1014431E+07   1000328E-02 -.1624E+02 -.1601E+02   .9999999  .0001720  .0002164
T 3843  7 .1017799E+07   1000464E-02  .4136E+01 -.9244E+01   .9999982  .0004040 -.0018406
T 3844  7 .1007567E+07   1000657E-02  .7654E+01  .2527E+01   .9999845  .0011821 -.0054374
T 3845  7 .1010533E+07   1000055E-02  .1261E+02  .2426E+02   .9999812  .0028268  .0054382
T 3846  7 .1010358E+07   1000406E-02  .2544E+02 -.2810E+02   .9999463  .0071504 -.0075042
T 3847  7 .1015000E+07   1000419E-02  .4503E+02 -.4045E+02   .9999915  .0034972  .0021952
T 3848  7 .1019718E+07   1000359E-02 -.2096E+02 -.9415E+01   .9999910 -.0022638 -.0035958
T 3849  7 .1006694E+07   1000055E-02 -.2551E+03 -.9696E+02   .9993554 -.0341563 -.0110550
T 3850  7 .1005305E+07   1000728E-02  .5093E+00  .1836E+02   .9999679  .0037285  .0070894
T 3851  7 .1010096E+07   1000493E-02 -.2572E+02  .2063E+02   .9999683 -.0054105  .0058359
T 3852  7 .1008043E+07   1000639E-02 -.3141E+02 -.1767E+02   .9999833 -.0057702  .0001154
T 3853  7 .1012240E+07   1000015E-02  .7079E+01  .6138E+01   .9999917  .0036546  .0018113
T 3854  7 .1004559E+07   1000711E-02 -.8911E+00 -.2685E+02   .9999896 -.0016846 -.0042418
T 3855  7 .1004238E+07   1000131E-02  .1737E+02  .8473E+01   .9999963  .0026858  .0003359
T 3856  7 .1012338E+07   1000404E-02 -.8614E+01  .2428E+02   .9999901 -.0008929  .0043549
T 3857  7 .1010053E+07   1000601E-02 -.2363E+01 -.1079E+02   .9999679  .0057878 -.0055376
T 3858  7 .1007032E+07   1000311E-02  .5764E+01 -.2744E+02   .9999869 -.0018567 -.0047621
T 3859  7 .1005582E+07   1000224E-02 -.1034E+02  .1981E+02   .9999875 -.0029708  .0040186
T 3860  7 .1011057E+07   1000116E-02 -.8992E+01 -.2906E+02   .9999842 -.0033687 -.0045042
T 3861  7 .1013350E+07   1000028E-02  .4558E+02 -.5280E+02   .9999602  .0052815 -.0071934
T 3862  7 .1002280E+07   1000334E-02  .1090E+02  .5786E+01   .9999976 -.0001810  .0021666
T 3863  7 .1007942E+07   1000450E-02  .2701E+02  .1382E+02   .9999507  .0061603  .0077929
T 3864  7 .1004753E+07   1000613E-02 -.8638E+01 -.8250E+01   .9999971  .0009915  .0021910
T 3865  7 .1009096E+07   1000613E-02  .2450E+01 -.7988E+01   .9999816  .0054028 -.0027449
T 3866  7 .1011878E+07   1000387E-02 -.1175E+02 -.5763E+01   .9999980 -.0020009 -.0000690
T 3867  7 .1007435E+07   1000684E-02  .1905E+02 -.7939E+01   .9999904  .0035465 -.0025548
T 3868  7 .1012522E+07   1000192E-02  .1971E+02  .1746E+02   .9999820  .0049911  .0033271
T 3869  7 .1013205E+07   1000360E-02 -.3232E+02 -.4279E+02   .9999380 -.0062367 -.0092273
T 3870  7 .1007281E+07   1000698E-02  .2054E+02 -.6165E+01   .9999906  .0038217 -.0020263
T 3871  7 .1011436E+07   1000604E-02 -.1807E+01 -.3522E+01   .9999932  .0002122 -.0036855
T 3872  7 .1003832E+07   1000709E-02  .1042E+02  .7311E+01   .9999860  .0045472  .0027192
T 3873  7 .1013464E+07   1000754E-02  .1008E+03  .1945E+03   .9994345  .0126120  .0311704
T 3874  7 .1007445E+07   1000631E-02 -.1392E+02  .2777E+02   .9999730  .0062090  .0039431
T 3875  7 .1006362E+07   1000590E-02  .1698E+02 -.5360E+01   .9994606 -.0261136  .0199127
T 3876  7 .1017067E+07   1000195E-02 -.1035E+02  .5885E+01   .9999822 -.0020355  .0056164
T 3877  7 .1005013E+07   1000514E-02 -.4441E+01 -.4667E+01   .9999997  .0005941 -.0004704
T 3878  7 .1015006E+07   1000751E-02 -.1788E+02  .1545E+02   .9999915 -.0009917  .0040112
T 3879  7 .1006007E+07   1000370E-02  .1000E+02 -.9702E+01   .9999962  .0027546  .0002164
T 3880  7 .1004951E+07   1000347E-02 -.1142E+02 -.1099E+02   .9999359 -.0070132 -.0088908
T 3881  7 .1016274E+07   1000089E-02 -.1937E+03  .1609E+02   .9995025 -.0315283  .0008904
T 3882  7 .1012541E+07   1000361E-02  .7348E+01 -.7999E+01   .9999982 -.0016087 -.0009915
T 3883  7 .1009198E+07   1000108E-02  .1447E+02  .1581E+01   .9999912  .0038422  .0017064
T 3884  7 .1009235E+07   1000789E-02  .9707E+01  .1546E+02   .9999761  .0049769  .0047940
T 3885  7 .1013315E+07   1000183E-02  .2029E+02 -.1285E+02   .9999949  .0001000 -.0031943
T 3886  7 .1012062E+07   1000286E-02 -.5326E+02 -.8144E+02   .9998543 -.0088196 -.0146118
T 3887  7 .1013033E+07   1000192E-02 -.3140E+01 -.1510E+02   .9999976  .0015912 -.0015105
T 3888  7 .1014276E+07   1000211E-02  .2510E+02 -.1104E+02   .9998716  .0120009 -.0106169
T 3889  7 .1017030E+07   1000484E-02  .5373E+01 -.1390E+02   .9999869 -.0020566 -.0046970
T 3890  7 .1010412E+07   1000231E-02  .3315E+02  .2597E+02   .9999594  .0087111 -.0023213
T 3891  7 .1014884E+07   1000515E-02  .1210E+02 -.1615E+01   .9999987 -.0015509 -.0003913
T 3892  7 .1002563E+07   1000457E-02  .8768E+01 -.5809E+01   .9999976 -.0016950 -.0014093
T 3893  7 .1008507E+07   1000630E-02  .6828E+01 -.5682E+01   .9999541 -.0079526  .0053407
T 3894  7 .1013671E+07   1000459E-02 -.3375E+02 -.2099E+01   .9999719 -.0072742 -.0018362
T 3895  7 .1010566E+07   1000802E-02  .2107E+02  .1259E+02   .9999708  .0061632  .0045200
T 3896  7 .1007948E+07   1000488E-02  .9574E+02 -.8861E+01   .9999167  .0125968  .0028150
T 3897  7 .1013349E+07   1000186E-02  .8234E+01 -.1225E+02   .9999676  .0057478 -.0056398
T 3898  7 .1010803E+07   1000172E-02  .7884E+01  .1848E+01   .9999997  .0006947  .0002592
T 3899  7 .1007234E+07   1000783E-02 -.4058E+01 -.1191E+02   .9999978 -.0015055 -.0014818
T 3900  7 .1011395E+07   1000765E-02  .2491E+00 -.1266E+02   .9999940  .0010991 -.0032943
T 3901  7 .1012227E+07   1000734E-02  .4375E+01  .9420E+02   .9999025  .0005545  .0139498
T 3902  7 .1012631E+07   1000407E-02  .7977E+02 -.2726E+02   .9999650  .0058378  .0059868
T 3903  7 .1006518E+07   1000098E-02 -.6939E+01 -.2918E+02   .9999988  .0006107  .0014314
T 3904  7 .1012008E+07   1000762E-02  .2258E+02  .2278E+02   .9999726  .0028988  .0068092
T 3905  7 .1007364E+07   1000565E-02  .1169E+02  .1780E+02   .9999886  .0024880  .0040852
T 3906  7 .1000521E+07   1000287E-02 -.1755E+02  .1332E+02   .9999915 -.0035844  .0020573
T 3907  7 .1007754E+07   1000373E-02  .2898E+02 -.1341E+02   .9999664  .0079102 -.0021398
T 3908  7 .1002201E+07   1000395E-02 -.1100E+02  .7655E+00   .9999953 -.0022939  .0020323
T 3909  7 .1011168E+07   1000392E-02  .3454E+01 -.1564E+02   .9999984 -.0014883 -.0010317
T 3910  7 .1013974E+07   1000311E-02 -.8818E+01 -.1273E+01   .9999848  .0002685  .0055052
T 3911  7 .1013248E+07   1000323E-02  .3580E+02 -.2819E+02   .9998538  .0169234 -.0024599
T 3912  7 .1014064E+07   1000599E-02 -.2561E+02  .1247E+02   .9999739 -.0060948  .0038758
T 3913  7 .1011776E+07   1000053E-02  .3424E+01  .2373E+02   .9999873 -.0008201  .0049645
T 3914  7 .1005620E+07   1000810E-02 -.4025E+01  .1684E+02   .9999884 -.0031000  .0036793
T 3915  7 .1017335E+07   1000446E-02 -.5440E+00 -.4081E+01   .9999932 -.0036744 -.0000455
T 3916  7 .1008957E+07   1000405E-02 -.3634E+01 -.1075E+02   .9999948 -.0020850 -.0024792
T 3917  7 .1014476E+07   1000289E-02  .1146E+02  .1113E+02   .9999910  .0041421  .0009159
T 3918  7 .1015628E+07   1000362E-02 -.7931E+01 -.7661E+01   .9999999  .0001643 -.0001443
T 3919  7 .1011696E+07   1000286E-02  .6578E+01 -.1052E+02   .9999957  .0027421 -.0010657
T 3920  7 .1010991E+07   1000648E-02 -.1444E+02  .5581E+01   .9999857 -.0053284 -.0004707
T 3921  7 .1012223E+07   1000359E-02 -.2033E+00  .1119E+02   .9999964  .0015979  .0021776
T 3922  7 .1011201E+07   1000084E-02 -.4356E+01 -.1403E+02   .9999926 -.0031620 -.0022118
T 3923  7 .1013601E+07   1000701E-02 -.3132E+02  .1350E+02   .9999317 -.0112667 -.0030954
T 3924  7 .1016761E+07   1000577E-02  .8232E+02  .3195E+02   .9998954  .0130600  .0062087
T 3925  7 .1008151E+07   1000416E-02 -.1028E+03  .9687E+02   .9987061 -.0404660  .0307991
T 3926  7 .1009823E+07   1000102E-02 -.7151E+01  .1656E+02   .9999976 -.0003524  .0021485
T 3927  7 .1010472E+07   1000067E-02  .1416E+02  .9520E+01   .9999704  .0056554  .0052169
T 3928  7 .1016109E+07   1000432E-02 -.2483E+02  .2497E+02   .9999932 -.0028264  .0023659
T 3929  7 .1006423E+07   1000655E-02 -.1874E+02 -.1551E+02   .9999880 -.0041149 -.0026730
T 3930  7 .1011973E+07   1000637E-02  .1732E+02  .9965E+01   .9999972  .0019301  .0014027
T 3931  7 .1014772E+07   1000629E-02 -.1169E+02 -.1485E+02   .9999652 -.0051426 -.0065644
T 3932  7 .1008236E+07   1000240E-02 -.1583E+02  .6079E+00   .9999879 -.0048634 -.0007070
T 3933  7 .1009042E+07   1000367E-02  .2834E+02  .3441E+02   .9999609  .0052122  .0071428
T 3934  7 .1013615E+07   1000522E-02  .1306E+02  .1018E+02   .9999815 -.0049500  .0035408
T 3935  7 .1006209E+07   1000455E-02  .1595E+02 -.1617E+02   .9999752  .0063063 -.0031212
T 3936  7 .1008880E+07   1000792E-02  .1501E+02  .1165E+02   .9999718  .0029773  .0068912
T 3937  7 .1014756E+07   1000504E-02 -.1559E+02  .1432E+02   .9999542 -.0007020  .0095401
T 3938  7 .1004982E+07   1000726E-02  .4862E+01  .1645E+01   .9999976  .0021384  .0005521
T 3939  7 .1011523E+07   1000487E-02  .6686E+01  .8117E+01   .9999975 -.0019041  .0011829
T 3940  7 .1013540E+07   1000047E-02 -.7520E+00  .1344E+02   .9999928  .0022953  .0030320
T 3941  7 .1009950E+07   1000301E-02 -.4580E+02 -.6553E+02   .9999210 -.0070495 -.0104029
T 3942  7 .1009876E+07   1000714E-02  .1409E+02  .4649E+01   .9999973  .0022991  .0002108
T 3943  7 .1013033E+07   1000021E-02 -.2105E+02  .1240E+01   .9999924 -.0038860 -.0001843
T 3944  7 .1001261E+07   1000598E-02 -.7500E+00 -.1250E+02   .9999098 -.0004176 -.0134276
T 3945  7 .1013647E+07   1000233E-02 -.1436E+02 -.8694E+00   .9999972 -.0023315  .0003644
T 3946  7 .1009002E+07   1000742E-02 -.9396E+01 -.1036E+02   .9999990 -.0002644 -.0014032
T 3947  7 .1010842E+07   1000253E-02  .5071E+02  .1008E+01   .9999796  .0061566 -.0016912
T 3948  7 .1010291E+07   1000233E-02  .6092E+02  .1296E+02   .9999548  .0079108  .0052781
T 3949  7 .1012017E+07   1000610E-02  .1297E+02  .2802E+02   .9999752  .0024978  .0065834
T 3950  7 .1004353E+07   1000394E-02  .5225E+01 -.5787E+02   .9999648  .0013629 -.0082748
T 3951  7 .1009494E+07   1000136E-02 -.1436E+02  .6017E+01   .9999918 -.0037959 -.0014304
T 3952  7 .1014637E+07   1000301E-02  .2885E+02  .7624E+01   .9999496  .0100407  .0001808
T 3953  7 .1010996E+07   1000517E-02  .3708E+01  .1026E+02   .9999996  .0000875  .0008575
T 3954  7 .1011653E+07   1000664E-02  .1118E+01 -.1349E+02   .9999972  .0014523 -.0018898
T 3955  7 .1018884E+07   1000093E-02 -.1493E+02 -.9096E+01   .9999817 -.0029577 -.0052845
T 3956  7 .1006486E+07   1000570E-02 -.2613E+02  .5291E+01   .9999441 -.0101843 -.0028459
T 3957  7 .1009614E+07   1000686E-02  .2264E+02 -.1321E+03   .9996104  .0050040 -.0274609
T 3958  7 .1013920E+07   1000767E-02  .4624E+01 -.1165E+02   .9999898  .0033035 -.0030801
T 3959  7 .1013467E+07   1000186E-02 -.4661E+01  .6762E+01   .9999919  .0008611  .0039362
T 3960  7 .1011593E+07   1000656E-02  .1594E+01 -.3141E+02   .9999972 -.0018273 -.0014784
T 3961  7 .1009449E+07   1000662E-02  .1201E+02  .1108E+03   .9998074 -.0003100  .0196233
T 3962  7 .1012880E+07   1000667E-02 -.5685E+02  .1910E+02   .9999582 -.0058411  .0070278
T 3963  7 .1015983E+07   1000717E-02  .2712E+02 -.3293E+02   .9999599  .0054512 -.0071119
T 3964  7 .1006582E+07   1000801E-02  .1793E+02  .5376E+01   .9999970  .0024339  .0000685
T 3965  7 .1009578E+07   1000361E-02 -.5576E+00 -.1179E+02   .9999897  .0031217 -.0033079
T 3966  7 .1016126E+07   1000635E-02 -.7232E+01  .2705E+02   .9999880 -.0024246  .0042553
T 3967  7 .1011631E+07   1000521E-02 -.2461E+02  .4486E+01   .9999750  .0037942  .0059735
T 3968  7 .1017206E+07   1000526E-02 -.1800E+01 -.2102E+02   .9999987  .0002378 -.0015982
T 3969  7 .1010272E+07   1000525E-02  .1067E+02  .6293E+01   .9999958  .0024657  .0015149
T 3970  7 .1006095E+07   1000560E-02 -.3016E+02 -.6997E+01   .9999888 -.0046064 -.0011289
T 3971  7 .1011665E+07   1000046E-02 -.8641E+01  .4654E+02   .9999819 -.0028547  .0052969
T 3972  7 .1013069E+07   1000353E-02 -.2291E+02  .7663E+01   .9999996 -.0005050 -.0007180
T 3973  7 .1010990E+07   1000347E-02  .2374E+02  .2254E+01   .9999768  .0044375  .0051682
T 3974  7 .1016460E+07   1000036E-02  .4719E+01  .4790E+02   .9999894  .0037377  .0026861
T 3975  7 .1001968E+07   1000796E-02  .4688E+02 -.7656E+02   .9966054  .0607903 -.0555182
T 3976  7 .1014552E+07   1000068E-02 -.2543E+02  .3959E+02   .9999899 -.0023491  .0038408
T 3977  7 .1009370E+07   1000564E-02  .1047E+02 -.1961E+02   .9999911  .0027518 -.0032125
T 3978  7 .1014941E+07   1000599E-02  .5244E+02 -.2286E+02   .9999484  .0087119 -.0052200
T 3979  7 .1011045E+07   1000623E-02  .1445E+02  .1920E+02   .9999950 -.0001832  .0031615
T 3980  7 .1015405E+07   1000198E-02  .2616E+02 -.3216E+02   .9999769  .0024051 -.0063639
T 3981  7 .1006201E+07   1000442E-02 -.4371E+02  .4368E+02   .9974391 -.0484847  .0525783
T 3982  7 .1017613E+07   1000761E-02  .9133E+02  .1166E+03   .9996470  .0163223  .0209631
T 3983  7 .1009161E+07   1000724E-02  .3056E+02 -.6200E+01   .9999777  .0066662 -.0003601
T 3984  7 .1012881E+07   1000358E-02  .1961E+00 -.2714E+02   .9999961  .0023501 -.0015076
T 3985  7 .1005145E+07   1000373E-02 -.1923E+02 -.5538E+01   .9999915 -.0041332 -.0000660
T 3986  7 .1008372E+07   1000602E-02 -.3445E+02  .1330E+02   .9999345 -.0112109  .0023153
T 3987  7 .1010259E+07   1000798E-02  .2276E+02 -.7269E+01   .9999952  .0030018  .0007353
T 3988  7 .1013001E+07   1000016E-02  .7633E+01 -.9344E+00   .9998130  .0006122 -.0193272
T 3989  7 .1014748E+07   1000768E-02 -.1837E+01  .1450E+02   .9999922 -.0002701  .0039308
T 3990  7 .1012842E+07   1000341E-02 -.2289E+02 -.2846E+01   .9999897 -.0041901  .0017343
T 3991  7 .1013230E+07   1000426E-02  .8284E+01  .2805E+01   .9999990  .0014085  .0001570
T 3992  7 .1005240E+07   1000389E-02  .4660E+02 -.6035E+02   .9998918  .0085669 -.0119549
T 3993  7 .1007021E+07   1000437E-02 -.2959E+02 -.1195E+02   .9993708 -.0192288 -.0298027
T 3994  7 .1014798E+07   1000402E-02  .1528E+02 -.2854E+02   .9999946  .0019700 -.0026116
T 3995  7 .1013839E+07   1000451E-02 -.1352E+02 -.1589E+02   .9999858 -.0036539 -.0038836
T 3996  7 .1008832E+07   1000404E-02  .1737E+02 -.2706E+01   .9999945  .0031728 -.0009192
T 3997  7 .1010146E+07   1000742E-02 -.9177E+01 -.2240E+02   .9999936  .0009639 -.0034459
T 3998  7 .1016101E+07   1000474E-02 -.1421E+02 -.3752E+02   .9999898 -.0036485 -.0026638
T 3999  7 .1013626E+07   1000183E-02 -.7371E+01  .2258E+02   .9999097 -.0115003  .0069466
T 4000  7 .1013318E+07   1000754E-02  .4929E+02 -.3016E+02   .9999862 -.0004388 -.0052343
T 4001  7 .1007792E+07   1000401E-02  .4383E+01  .1795E+00   .9999969  .0024579  .0004372
T 4002  7 .1015489E+07   1000744E-02  .1155E+02  .1747E+02   .9999868  .0028947  .0042374
T 4003  7 .1010076E+07   1000511E-02 -.3311E+02  .8294E+01   .9999818 -.0051186  .0031967
T 4004  7 .1011936E+07   1000411E-02  .5541E+01  .1803E+01   .9999993 -.0011127  .0003518
T 4005  7 .1013447E+07   1000218E-02 -.5055E+02  .1578E+02   .9999629 -.0086088 -.0003189
T 4006  7 .1010866E+07   1000492E-02 -.1732E+02  .2966E+02   .9999606 -.0048768  .0074234
T 4007  7 .1004177E+07   1000622E-02  .1958E+02 -.3754E+02   .9999703  .0060101 -.0048216
T 4008  7 .1007151E+07   1000683E-02 -.8526E+02  .2560E+01   .9988696 -.0473810  .0038136
T 4009  7 .1015595E+07   1000199E-02  .1453E+02  .1857E+02   .9999999 -.0003486 -.0001080
T 4010  7 .1005047E+07   1000806E-02 -.1199E+02 -.1137E+02   .9999910 -.0025352 -.0034046
T 4011  7 .1004439E+07   1000302E-02  .1202E+02  .1090E+02   .9999961  .0028078  .0000877
T 4012  7 .1011479E+07   1000694E-02  .1057E+02  .1783E+02   .9999843  .0016508  .0053595
T 4013  7 .1013300E+07   1000220E-02  .6418E+01 -.5871E+01   .9999984 -.0015112 -.0009641
T 4014  7 .1012471E+07   1000037E-02  .2993E+01  .7981E+01   .9999931 -.0010771  .0035683
T 4015  7 .1009179E+07   1000624E-02 -.4419E+01  .1592E+02   .9999937 -.0035386  .0000960
T 4016  7 .1009634E+07   1000240E-02  .1696E+02 -.7155E+01   .9999927  .0018917 -.0033147
T 4017  7 .1002451E+07   1000020E-02 -.7845E+01  .1230E+02   .9999509 -.0098485  .0011037
T 4018  7 .1011715E+07   1000086E-02  .3748E+00  .1688E+01   .9999996  .0002013  .0008905
T 4019  7 .1013430E+07   1000127E-02  .7396E+00 -.8541E+02   .9997846  .0003457 -.0207497
T 4020  7 .1003086E+07   1000203E-02  .8637E+01 -.4648E+01   .9999963  .0026844 -.0003993
T 4021  7 .1018000E+07   1000645E-02  .7992E+01 -.1411E+02   .9999857  .0030750 -.0043746
T 4022  7 .1013611E+07   1000408E-02  .3080E+01 -.1490E+02   .9999897  .0015390 -.0042677
T 4023  7 .1010837E+07   1000305E-02 -.7344E+01  .8859E+01   .9999928 -.0035395 -.0013801
T 4024  7 .1013013E+07   1000251E-02  .1762E+01 -.2513E+02   .9999853 -.0001696 -.0054200
T 4025  7 .1017320E+07   1000141E-02 -.2094E+01 -.4316E+02   .9999265  .0002938 -.0121227
T 4026  7 .1012284E+07   1000655E-02  .1441E+02  .1564E+01   .9999992  .0007356  .0010032
T 4027  7 .1005639E+07   1000771E-02 -.2275E+02 -.2537E+01   .9999911 -.0038521 -.0017228
T 4028  7 .1010970E+07   1000322E-02  .7545E+01 -.1579E+02   .9999848  .0038103 -.0039930
T 4029  7 .1016180E+07   1000282E-02 -.8890E+01  .2593E+01   .9999935 -.0035708 -.0004043
T 4030  7 .1012080E+07   1000155E-02  .3457E+02 -.1546E+02   .9982712  .0520973 -.0272109
T 4031  7 .1011085E+07   1000522E-02 -.1389E+02 -.1046E+02   .9999924 -.0028225 -.0027021
T 4032  7 .1015612E+07   1000283E-02 -.2047E+02 -.1642E+02   .9999918  .0013808 -.0038157
T 4033  7 .1011074E+07   1000589E-02 -.8378E+01 -.1514E+02   .9999954 -.0025230 -.0016648
T 4034  7 .1013728E+07   1000124E-02 -.2745E+01 -.1208E+02   .9999975 -.0021014 -.0007815
T 4035  7 .1011268E+07   1000388E-02 -.5379E+01  .9501E+01   .9999554 -.0031584  .0088993
T 4036  7 .1017017E+07   1000694E-02 -.2270E+02 -.1349E+01   .9999823 -.0059544 -.0000765
T 4037  7 .1006504E+07   1000762E-02  .7170E+01  .7561E+00   .9999991  .0006683  .0011557
T 4038  7 .1012838E+07   1000735E-02  .5713E+02 -.1728E+02   .9999059  .0135184 -.0023287
T 4039  7 .1003677E+07   1000276E-02 -.7227E+02  .9199E+02   .9998849 -.0096816  .0116773
T 4040  7 .1010832E+07   1000728E-02  .1551E+02  .5292E+01   .9999955  .0028912  .0008072
T 4041  7 .1007748E+07   1000609E-02  .1528E+00 -.6913E+01   .9999998 -.0006138  .0002209
T 4042  7 .1014076E+07   1000614E-02 -.2329E+02 -.5591E+00   .9999745 -.0066457  .0026114
T 4043  7 .1005291E+07   1000465E-02 -.5778E+02 -.3561E+02   .9999778 -.0061590 -.0025235
T 4044  7 .1016029E+07   1000364E-02  .1713E+01 -.1824E+01   .9999818  .0036678 -.0047989
T 4045  7 .1010208E+07   1000253E-02 -.6622E+01  .1260E+02   .9999884 -.0015150 -.0045636
T 4046  7 .1010846E+07   1000575E-02 -.2695E+01  .6558E+01   .9999886 -.0025599  .0040373
T 4047  7 .1011697E+07   1000682E-02 -.6360E+02  .1054E+02   .9995483 -.0290821  .0075803
T 4048  7 .1012686E+07   1000174E-02 -.2040E+02  .2501E+02   .9999052 -.0091321  .0103086
T 4049  7 .1017593E+07   1000729E-02 -.1354E+02  .1919E+02   .9999876  .0026135  .0042357
T 4050  7 .1011149E+07   1000717E-02 -.7216E+01  .5232E+00   .9999880 -.0011787 -.0047479
T 4051  7 .1015761E+07   1000569E-02  .4330E+02 -.5962E+01   .9999065  .0136743  .0001933
T 4052  7 .1011555E+07   1000555E-02  .5984E+01  .1119E+02   .9999247  .0119557  .0027505
T 4053  7 .1010766E+07   1000729E-02 -.1777E+02  .3643E+01   .9998257 -.0175016  .0064958
T 4054  7 .1002396E+07   1000486E-02  .1002E+02 -.1114E+02   .9999971  .0010093 -.0021675
T 4055  7 .1008781E+07   1000074E-02  .7772E+01 -.1325E+02   .9999977  .0018965  .0010100
T 4056  7 .1015943E+07   1000568E-02 -.1371E+02  .9933E+01   .9999934  .0016636 -.0032311
T 4057  7 .1016089E+07   1000134E-02  .4884E+00 -.6808E+01   .9999960  .0019411  .0020549
T 4058  7 .1009673E+07   1000786E-02 -.2917E+01 -.1336E+01   .9999973  .0011897  .0020051
T 4059  7 .1017132E+07   1000232E-02 -.4036E+01 -.1506E+01   .9999964 -.0024725  .0010191
T 4060  7 .1012891E+07   1000551E-02  .4536E+01 -.1706E+02   .9999931 -.0002023 -.0037070
T 4061  7 .1010238E+07   1000020E-02 -.7249E+01  .1243E+02   .9999942 -.0004621  .0033624
T 4062  7 .1007837E+07   1000329E-02  .1771E+01 -.5570E+01   .9999979  .0019678 -.0006516
T 4063  7 .1009080E+07   1000445E-02  .1515E+02  .3948E+02   .9999264  .0079988  .0091191
T 4064  7 .1014316E+07   1000525E-02  .1344E+02  .2665E+01   .9999934  .0036398  .0000860
T 4065  7 .1005088E+07   1000499E-02  .1932E+02  .4597E+01   .9999853  .0048919  .0023196
T 4066  7 .1016883E+07   1000072E-02  .1765E+02  .7444E+00   .9999765  .0067757 -.0010252
T 4067  7 .1007775E+07   1000600E-02  .4328E+02  .2342E+02   .9998295  .0173117  .0064304
